ens_id,name,log2FC,aveEXP,t,p-value,q-value
"ENSG00000111057","KRT18","2.66","9.28","9.23","1.19e-18","5.39e-18"
"ENSG00000111077","TNS2","-2.53","3.74","-14.41","8.33e-39","2.24e-37"
"ENSG00000111206","FOXM1","2.91","4.54","12.18","1.37e-29","1.57e-28"
"ENSG00000111275","ALDH2","-2.47","4.70","-7.93","1.82e-14","5.37e-14"
"ENSG00000111341","MGP","-2.62","6.93","-6.66","8.24e-11","1.67e-10"
"ENSG00000111404","RERGL","-2.35","0.63","-19.07","1.98e-59","3.27e-57"
"ENSG00000111452","ADGRD1","-3.39","1.08","-17.17","7.13e-51","4.9e-49"
"ENSG00000111665","CDCA3","2.60","4.54","12.80","4.68e-32","6.63e-31"
"ENSG00000112183","RBM24","-2.44","0.64","-18.45","1.33e-56","1.57e-54"
"ENSG00000112320","SOBP","-2.16","0.88","-16.19","1.72e-46","8.8e-45"
"ENSG00000112562","SMOC2","-3.22","3.01","-10.32","1.78e-22","1.11e-21"
"ENSG00000112742","TTK","2.10","2.83","11.45","9.96e-27","9.22e-26"
"ENSG00000112936","C7","-4.86","1.81","-14.43","7.18e-39","1.95e-37"
"ENSG00000112984","KIF20A","2.56","3.63","12.65","1.91e-31","2.59e-30"
"ENSG00000113368","LMNB1","2.14","4.68","10.15","7e-22","4.08e-21"
"ENSG00000113657","DPYSL3","-2.33","4.02","-7.03","7.8e-12","1.79e-11"
"ENSG00000114200","BCHE","-2.09","0.94","-9.80","1.22e-20","6.59e-20"
"ENSG00000115163","CENPA","2.53","3.34","11.70","1.11e-27","1.11e-26"
"ENSG00000115252","PDE1A","-2.01","1.07","-13.15","1.63e-33","2.71e-32"
"ENSG00000115380","EFEMP1","-2.68","3.48","-6.49","2.3e-10","4.41e-10"
"ENSG00000115461","IGFBP5","-2.99","4.60","-7.89","2.37e-14","6.91e-14"
"ENSG00000115556","PLCD4","-2.34","0.91","-18.16","2.66e-55","2.76e-53"
"ENSG00000115884","SDC1","2.05","8.38","6.48","2.45e-10","4.7e-10"
"ENSG00000116194","ANGPTL1","-2.85","0.86","-14.07","2.48e-37","5.58e-36"
"ENSG00000116741","RGS2","-3.20","4.76","-10.84","2.09e-24","1.58e-23"
"ENSG00000116774","OLFML3","-2.55","3.43","-8.07","7.01e-15","2.16e-14"
"ENSG00000117399","CDC20","3.66","5.71","15.55","1.04e-43","4.15e-42"
"ENSG00000117632","STMN1","2.11","7.95","9.55","9.47e-20","4.72e-19"
"ENSG00000117650","NEK2","2.49","3.37","11.95","1.17e-28","1.25e-27"
"ENSG00000117724","CENPF","2.95","4.61","12.60","3e-31","4.03e-30"
"ENSG00000118407","FILIP1","-2.42","0.84","-15.81","8e-45","3.47e-43"
"ENSG00000118523","CCN2","-2.56","5.34","-7.29","1.45e-12","3.58e-12"
"ENSG00000118526","TCF21","-2.99","1.13","-19.37","8.78e-61","1.57e-58"
"ENSG00000118729","CASQ2","-3.59","1.10","-13.44","1.06e-34","1.94e-33"
